Rouge Type,Filename,ROUGE-1,ROUGE-1,ROUGE-1,ROUGE-2,ROUGE-2,ROUGE-2,ROUGE-3,ROUGE-3,ROUGE-3,ROUGE-4,ROUGE-4,ROUGE-4,ROUGE-L,ROUGE-L,ROUGE-L,ROUGE-W-1.2,ROUGE-W-1.2,ROUGE-W-1.2,ROUGE-S*,ROUGE-S*,ROUGE-S*,ROUGE-SU*,ROUGE-SU*,ROUGE-SU*
298,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-224-article_output,0.70238,0.47967,0.57004,0.55422,0.37705,0.44878,0.53659,0.36364,0.4335,0.51852,0.35,0.41791,0.67857,0.46341,0.55072,0.51825,0.16213,0.24699,0.44033,0.20458,0.27937,0.44634,0.20892,0.28462
299,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-147-article_output,0.77487,0.68519,0.72728,0.61053,0.53953,0.57284,0.55026,0.48598,0.51613,0.51064,0.4507,0.4788,0.75393,0.66667,0.70762,0.52258,0.22267,0.31228,0.59967,0.4686,0.52609,0.60147,0.47058,0.52803
300,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-206-article_output,0.85535,0.7907,0.82176,0.79747,0.73684,0.76596,0.77707,0.71765,0.74618,0.75641,0.69822,0.72615,0.85535,0.7907,0.82176,0.63778,0.28314,0.39218,0.7259,0.62002,0.6688,0.72749,0.62197,0.6706
301,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-154-article_output,0.9108,0.5,0.64559,0.75,0.41085,0.53088,0.64455,0.35233,0.45561,0.57619,0.31429,0.40673,0.88263,0.48454,0.62563,0.55334,0.13881,0.22194,0.78944,0.23741,0.36504,0.79057,0.23875,0.36674
302,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-97-article_output,0.72,0.33962,0.46154,0.40816,0.19048,0.25974,0.25,0.11538,0.15789,0.19149,0.08738,0.12,0.68,0.32075,0.43589,0.44343,0.0944,0.15566,0.4351,0.09578,0.157,0.44505,0.1,0.16331
303,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-95-article_output,0.7268,0.49648,0.58996,0.46114,0.31449,0.37395,0.35938,0.24468,0.29114,0.3089,0.20996,0.25,0.69588,0.47535,0.56485,0.40964,0.13553,0.20367,0.51274,0.23886,0.3259,0.51486,0.24063,0.32797
304,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-212-article_output,0.83333,0.47414,0.6044,0.70769,0.4,0.51111,0.65625,0.36842,0.47191,0.61905,0.34513,0.44318,0.80303,0.4569,0.58242,0.64801,0.18647,0.2896,0.68392,0.21994,0.33284,0.68824,0.22417,0.33819
305,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-191-article_output,0.61184,0.51667,0.56024,0.47682,0.40223,0.43636,0.46,0.38764,0.42073,0.44295,0.37288,0.40491,0.59868,0.50556,0.54819,0.44252,0.19459,0.27031,0.38428,0.27374,0.31973,0.38729,0.27644,0.32261
306,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-199-article_output,0.825,0.6875,0.75,0.7563,0.62937,0.68702,0.70339,0.58451,0.63846,0.65812,0.5461,0.5969,0.825,0.6875,0.75,0.64197,0.26572,0.37586,0.66947,0.46426,0.54829,0.67199,0.46729,0.55125
307,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-223-article_output,0.98592,0.69767,0.81712,0.96698,0.68333,0.80078,0.95261,0.67224,0.78824,0.9381,0.66107,0.77559,0.98592,0.69767,0.81712,0.63198,0.20947,0.31465,0.9717,0.48591,0.64785,0.97183,0.4873,0.64912
308,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-163-article_output,0.81333,1.0,0.89706,0.81081,1.0,0.89552,0.80822,1.0,0.89394,0.80556,1.0,0.89231,0.81333,1.0,0.89706,0.72555,0.44963,0.5552,0.65946,1.0,0.79479,0.66339,1.0,0.79764
309,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-158-article_output,0.83254,0.53704,0.65291,0.62981,0.40557,0.49341,0.57005,0.36646,0.44613,0.52427,0.33645,0.40987,0.8134,0.52469,0.6379,0.5105,0.15579,0.23873,0.66774,0.27738,0.39195,0.66929,0.27896,0.39379
310,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-163-article_output,0.7439,1.0,0.85315,0.74074,1.0,0.85106,0.7375,1.0,0.84892,0.73418,1.0,0.84672,0.7439,1.0,0.85315,0.66362,0.44963,0.53606,0.55104,1.0,0.71054,0.55556,1.0,0.71429
311,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-1-sent-token-190-article_output,0.88182,0.86607,0.87387,0.84932,0.83408,0.84163,0.83028,0.81532,0.82273,0.81567,0.8009,0.80822,0.88182,0.86607,0.87387,0.65379,0.31712,0.42708,0.46663,0.45007,0.4582,0.47036,0.45375,0.46191
312,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-180-article_output,0.54098,0.36667,0.43709,0.31667,0.21348,0.25503,0.22034,0.14773,0.17687,0.2069,0.13793,0.16552,0.44262,0.3,0.35761,0.34917,0.11973,0.17832,0.27814,0.12709,0.17446,0.28624,0.13214,0.18081
313,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-178-article_output,0.62857,1.0,0.77193,0.6087,0.97674,0.75,0.58824,0.95238,0.72728,0.56716,0.92683,0.7037,0.62857,1.0,0.77193,0.56104,0.47993,0.51733,0.39172,1.0,0.56293,0.39815,1.0,0.56954
314,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-143-article_output,0.58788,0.74615,0.65763,0.44073,0.55985,0.4932,0.3872,0.49225,0.43345,0.35474,0.45136,0.39726,0.55455,0.70385,0.62034,0.35999,0.21822,0.27172,0.32724,0.52759,0.40394,0.3288,0.52925,0.40561
315,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-1-sent-token-153-article_output,0.69298,0.64228,0.66667,0.48899,0.45306,0.47034,0.40708,0.37705,0.39149,0.34667,0.32099,0.33334,0.64474,0.59756,0.62025,0.43137,0.19353,0.26719,0.33426,0.28704,0.30886,0.33733,0.28986,0.3118
316,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-155-article_output,0.7434,0.71636,0.72963,0.54167,0.5219,0.5316,0.46768,0.45055,0.45896,0.42366,0.40809,0.41573,0.70566,0.68,0.69259,0.43428,0.20532,0.27882,0.5335,0.49534,0.51371,0.5351,0.49696,0.51533
317,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-114-article_output,0.94444,0.83607,0.88696,0.81366,0.71978,0.76385,0.71875,0.63536,0.67449,0.6478,0.57222,0.60767,0.9321,0.82514,0.87536,0.60631,0.2776,0.38083,0.83882,0.65688,0.73678,0.8401,0.65881,0.73849
318,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-221-article_output,0.81068,0.63019,0.70913,0.69268,0.53788,0.60554,0.64216,0.4981,0.56103,0.60099,0.46565,0.52473,0.76214,0.59245,0.66667,0.48964,0.16998,0.25235,0.64679,0.39042,0.48692,0.64836,0.39221,0.48876
319,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-224-article_output,0.78195,0.84553,0.8125,0.70455,0.7623,0.73229,0.67939,0.73554,0.70635,0.65385,0.70833,0.68,0.77444,0.8374,0.80469,0.61329,0.30378,0.40631,0.60276,0.70518,0.64996,0.60539,0.70741,0.65244
320,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-144-article_output,0.50526,0.44444,0.4729,0.2766,0.24299,0.25871,0.17204,0.15094,0.1608,0.13043,0.11429,0.12183,0.47368,0.41667,0.44335,0.32593,0.13938,0.19526,0.21926,0.16944,0.19116,0.22527,0.17451,0.19667
321,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-168-article_output,0.73162,0.93868,0.82232,0.70111,0.90047,0.78838,0.68889,0.88571,0.775,0.6803,0.8756,0.76569,0.73162,0.93868,0.82232,0.53437,0.34457,0.41898,0.53438,0.88058,0.66513,0.53581,0.88112,0.66639
322,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-127-article_output,0.85549,0.49333,0.62579,0.63953,0.36789,0.46709,0.54971,0.31544,0.40086,0.49412,0.28283,0.35975,0.80347,0.46333,0.58774,0.50708,0.14061,0.22017,0.65802,0.21828,0.32782,0.6602,0.22007,0.3301
323,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-178-article_output,0.54545,0.68182,0.60606,0.44444,0.55814,0.49484,0.43396,0.54762,0.48421,0.42308,0.53659,0.47312,0.50909,0.63636,0.56565,0.48064,0.32306,0.3864,0.28956,0.45455,0.35376,0.2989,0.46512,0.36393
324,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-154-article_output,0.86694,0.55412,0.6761,0.72874,0.46512,0.56782,0.64228,0.40933,0.5,0.57143,0.36364,0.44445,0.81048,0.51804,0.63207,0.53009,0.15483,0.23966,0.69512,0.28357,0.40281,0.69649,0.28495,0.40444
325,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-212-article_output,0.77586,0.77586,0.77586,0.72174,0.72174,0.72174,0.70175,0.70175,0.70175,0.69027,0.69027,0.69027,0.75862,0.75862,0.75862,0.58517,0.29595,0.39309,0.6015,0.6015,0.6015,0.60442,0.60442,0.60442
326,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-145-article_output,0.78571,0.79177,0.78873,0.69309,0.69845,0.69576,0.64103,0.64599,0.6435,0.60668,0.6114,0.60903,0.78571,0.79177,0.78873,0.50559,0.23829,0.32392,0.62772,0.63745,0.63255,0.62852,0.63824,0.63334
327,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-1-sent-token-149-article_output,0.60949,0.72609,0.6627,0.44689,0.53275,0.48606,0.37132,0.44298,0.404,0.32841,0.39207,0.35743,0.58759,0.7,0.63889,0.39748,0.23653,0.29658,0.23537,0.33427,0.27623,0.23807,0.33764,0.27924
328,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-144-article_output,0.62353,0.49074,0.54922,0.40476,0.31776,0.35602,0.3253,0.25472,0.28572,0.26829,0.20952,0.23529,0.55294,0.43519,0.48705,0.40219,0.15388,0.22259,0.33305,0.20578,0.25438,0.33963,0.21088,0.2602
329,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-212-article_output,0.71538,0.80172,0.75609,0.65116,0.73043,0.68852,0.61719,0.69298,0.65289,0.58268,0.65487,0.61667,0.70769,0.7931,0.74796,0.56623,0.32094,0.40968,0.50089,0.62969,0.55795,0.50411,0.63257,0.56108
330,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-132-article_output,0.90415,0.78177,0.83852,0.76282,0.65928,0.70728,0.66881,0.57778,0.61997,0.60323,0.52089,0.55904,0.85623,0.74033,0.79407,0.53351,0.22201,0.31354,0.79755,0.596,0.6822,0.79821,0.597,0.6831
331,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-226-article_output,0.93011,0.92513,0.92761,0.91351,0.9086,0.91105,0.90217,0.8973,0.89973,0.89071,0.88587,0.88828,0.93011,0.92513,0.92761,0.70684,0.33011,0.45004,0.86579,0.85653,0.86114,0.86647,0.85726,0.86184
332,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-119-article_output,0.38614,0.69333,0.49603,0.22581,0.40625,0.29027,0.16418,0.29596,0.2112,0.13217,0.23874,0.17015,0.36139,0.64889,0.46423,0.2244,0.19302,0.20753,0.13962,0.45103,0.21323,0.14084,0.45319,0.2149
333,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-210-article_output,0.54545,0.17225,0.26182,0.16923,0.05288,0.08058,0.04688,0.01449,0.02214,0.03175,0.00971,0.01487,0.40909,0.12919,0.19637,0.26121,0.04164,0.07183,0.25967,0.02563,0.04666,0.26833,0.02702,0.0491
334,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-120-article_output,0.82867,0.78477,0.80612,0.69123,0.65449,0.67236,0.60563,0.57333,0.58904,0.55124,0.52174,0.53608,0.81818,0.77483,0.79592,0.53294,0.24158,0.33246,0.67751,0.60751,0.6406,0.67856,0.60867,0.64172
335,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-191-article_output,0.7554,0.58333,0.65831,0.65217,0.50279,0.56782,0.64234,0.49438,0.55873,0.63235,0.48588,0.54952,0.74101,0.57222,0.64577,0.54171,0.21784,0.31073,0.55271,0.32905,0.41251,0.55566,0.33188,0.41556
336,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-193-article_output,0.7801,0.71981,0.74874,0.68421,0.63107,0.65657,0.66138,0.60976,0.63452,0.64362,0.59314,0.61735,0.77487,0.71498,0.74372,0.46172,0.22009,0.29809,0.59267,0.50439,0.54498,0.5946,0.50643,0.54698
337,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-113-article_output,0.81081,0.57534,0.67307,0.5969,0.42308,0.49518,0.50195,0.35537,0.41613,0.42188,0.29834,0.34951,0.79151,0.56164,0.65705,0.47607,0.15959,0.23905,0.62159,0.31263,0.41602,0.62301,0.31404,0.41759
338,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-124-article_output,0.72581,0.45,0.55556,0.54098,0.33333,0.4125,0.4,0.2449,0.3038,0.30508,0.18557,0.23077,0.70968,0.44,0.54321,0.48859,0.14969,0.22917,0.46007,0.17576,0.25435,0.46824,0.18103,0.26111
339,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-171-article_output,0.7069,0.51899,0.59854,0.5614,0.41026,0.47408,0.5,0.36364,0.42106,0.45455,0.32895,0.38168,0.7069,0.51899,0.59854,0.57222,0.19549,0.29142,0.41863,0.2246,0.29235,0.42749,0.2314,0.30027
340,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-133-article_output,0.77174,0.51449,0.61739,0.54645,0.36364,0.43668,0.47802,0.31752,0.38158,0.41989,0.27839,0.3348,0.74457,0.49638,0.59566,0.48281,0.15718,0.23715,0.55179,0.2448,0.33914,0.55409,0.2467,0.3414
341,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-213-article_output,0.67219,0.78682,0.725,0.54485,0.63813,0.58781,0.49333,0.57812,0.53237,0.45819,0.53725,0.49458,0.65232,0.76357,0.70357,0.43873,0.23946,0.30982,0.45099,0.61828,0.52155,0.45244,0.61957,0.52298
342,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-221-article_output,0.94375,0.56981,0.71059,0.88679,0.53409,0.66667,0.8481,0.50951,0.63658,0.80892,0.48473,0.6062,0.9375,0.56604,0.70588,0.6677,0.18003,0.2836,0.89418,0.32516,0.4769,0.89479,0.32698,0.47894
343,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-173-article_output,0.86875,0.75956,0.81049,0.8239,0.71978,0.76833,0.81646,0.71271,0.76107,0.80892,0.70556,0.75371,0.8625,0.7541,0.80467,0.65194,0.28358,0.39524,0.74945,0.57245,0.6491,0.75099,0.57452,0.65101
344,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-165-article_output,0.54839,0.33333,0.41463,0.43333,0.26,0.325,0.37931,0.22449,0.28205,0.35714,0.20833,0.26315,0.48387,0.29412,0.36586,0.22485,0.07603,0.11364,0.21505,0.07843,0.11494,0.23636,0.0883,0.12857
345,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-211-article_output,0.70588,0.55172,0.61935,0.58209,0.45349,0.50981,0.54545,0.42353,0.47682,0.50769,0.39286,0.44295,0.70588,0.55172,0.61935,0.52876,0.21061,0.30124,0.4842,0.29484,0.36651,0.49041,0.3005,0.37265
346,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-132-article_output,0.87179,0.65746,0.74961,0.69118,0.52078,0.594,0.56827,0.42778,0.48812,0.48519,0.3649,0.41653,0.80952,0.6105,0.69606,0.46856,0.17006,0.24955,0.75471,0.42884,0.54691,0.75553,0.43008,0.54814
347,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-196-article_output,0.71812,0.75887,0.73793,0.58586,0.61922,0.60208,0.56081,0.59286,0.57639,0.54576,0.57706,0.56097,0.7047,0.74468,0.72414,0.49254,0.25251,0.33386,0.51506,0.57528,0.54351,0.51641,0.57656,0.54483
348,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-227-article_output,0.7156,0.60232,0.65409,0.44828,0.37718,0.40967,0.35023,0.29457,0.32,0.29792,0.25049,0.27215,0.70183,0.59073,0.64151,0.34912,0.15395,0.21368,0.50548,0.35798,0.41913,0.50645,0.35893,0.42012
349,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-182-article_output,0.7598,0.83333,0.79487,0.68966,0.75676,0.72165,0.66832,0.7337,0.69949,0.64677,0.71038,0.67708,0.7549,0.82796,0.78974,0.54501,0.30887,0.39429,0.5609,0.67504,0.6127,0.56282,0.67671,0.61453
350,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-167-article_output,0.76471,0.36111,0.49057,0.53731,0.25175,0.34286,0.48485,0.22535,0.30769,0.44615,0.20567,0.28155,0.75,0.35417,0.48114,0.54783,0.12947,0.20944,0.54126,0.11976,0.19613,0.54712,0.1229,0.20071
351,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-226-article_output,0.88384,0.93583,0.90909,0.85787,0.9086,0.88251,0.84694,0.8973,0.87139,0.8359,0.88587,0.86016,0.87879,0.93048,0.9039,0.66559,0.3309,0.44204,0.77455,0.86861,0.81889,0.77563,0.86932,0.81981
352,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-1-sent-token-109-article_output,0.72662,0.76806,0.74677,0.55235,0.58397,0.56772,0.48188,0.50958,0.49534,0.43273,0.45769,0.44486,0.67626,0.71483,0.69501,0.46035,0.23456,0.31077,0.39649,0.4431,0.4185,0.39884,0.44554,0.4209
353,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-183-article_output,0.78378,0.63043,0.69879,0.69091,0.55474,0.61538,0.6789,0.54412,0.60408,0.66667,0.53333,0.59259,0.76577,0.61594,0.68273,0.60925,0.24087,0.34525,0.57936,0.37417,0.45469,0.58294,0.37779,0.45846
354,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-176-article_output,0.75,0.51724,0.61224,0.57627,0.39535,0.46897,0.5,0.34118,0.4056,0.45614,0.30952,0.36879,0.68333,0.47126,0.55782,0.54596,0.19061,0.28257,0.44915,0.21251,0.28851,0.45872,0.21923,0.29667
355,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-168-article_output,0.8565,0.90094,0.87816,0.81081,0.85308,0.83141,0.79186,0.83333,0.81207,0.77727,0.81818,0.7972,0.8565,0.90094,0.87816,0.61944,0.32746,0.42843,0.72052,0.79742,0.75702,0.72172,0.79838,0.75812
356,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-157-article_output,0.73611,0.57818,0.64766,0.52558,0.41241,0.46217,0.45794,0.35897,0.40246,0.41315,0.32353,0.36289,0.70833,0.55636,0.62321,0.45235,0.1646,0.24137,0.51985,0.3204,0.39645,0.52183,0.32225,0.39844
357,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-125-article_output,0.79787,0.75,0.77319,0.69892,0.65657,0.67708,0.63043,0.59184,0.61053,0.56044,0.52577,0.54255,0.78723,0.74,0.76288,0.59044,0.28857,0.38767,0.58819,0.51939,0.55165,0.59252,0.52387,0.55608
358,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-212-article_output,0.5,0.50862,0.50427,0.41026,0.41739,0.41379,0.38793,0.39474,0.39131,0.37391,0.38053,0.37719,0.48305,0.49138,0.48718,0.35797,0.18417,0.24321,0.25482,0.26372,0.25919,0.25883,0.2678,0.26324
359,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-141-article_output,0.88889,0.48276,0.6257,0.736,0.39827,0.51686,0.64516,0.34783,0.45198,0.56098,0.30131,0.39205,0.84921,0.46121,0.59777,0.58199,0.15123,0.24008,0.79251,0.23291,0.36002,0.79387,0.23499,0.36264
360,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-99-article_output,0.78947,0.34884,0.48387,0.625,0.27344,0.38044,0.56364,0.24409,0.34066,0.51852,0.22222,0.31111,0.77193,0.34109,0.47312,0.31885,0.06525,0.10833,0.6015,0.11628,0.19489,0.60775,0.11975,0.20008
361,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-133-article_output,0.78413,0.89493,0.83587,0.67516,0.77091,0.71987,0.6262,0.71533,0.6678,0.58013,0.663,0.6188,0.7746,0.88406,0.82572,0.51996,0.2898,0.37217,0.5319,0.69315,0.60191,0.53348,0.6946,0.60347
362,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-96-article_output,1.0,0.27016,0.4254,0.83333,0.22267,0.35143,0.73846,0.19512,0.30868,0.67188,0.17551,0.27832,0.91045,0.24597,0.3873,0.68283,0.09139,0.1612,0.95568,0.06899,0.12869,0.95696,0.07057,0.13145
363,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-105-article_output,0.67,0.23024,0.34271,0.33333,0.11379,0.16966,0.26531,0.08997,0.13437,0.23711,0.07986,0.11948,0.59,0.20275,0.30179,0.37042,0.06281,0.10741,0.42182,0.04948,0.08857,0.42662,0.0507,0.09063
