Rouge Type,Filename,ROUGE-1,ROUGE-1,ROUGE-1,ROUGE-2,ROUGE-2,ROUGE-2,ROUGE-3,ROUGE-3,ROUGE-3,ROUGE-4,ROUGE-4,ROUGE-4,ROUGE-L,ROUGE-L,ROUGE-L,ROUGE-W-1.2,ROUGE-W-1.2,ROUGE-W-1.2,ROUGE-S*,ROUGE-S*,ROUGE-S*,ROUGE-SU*,ROUGE-SU*,ROUGE-SU*
1014,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-120-article_output,0.92511,0.69536,0.79395,0.79204,0.59468,0.67932,0.69333,0.52,0.59428,0.62946,0.47157,0.53919,0.9207,0.69205,0.79017,0.59317,0.21341,0.31389,0.8485,0.47887,0.61222,0.84917,0.48029,0.61355
1015,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-221-article_output,0.95122,0.58868,0.72727,0.88957,0.54924,0.67915,0.84568,0.52091,0.6447,0.80124,0.49237,0.60993,0.95122,0.58868,0.72727,0.66798,0.18461,0.28927,0.9067,0.34646,0.50135,0.90724,0.34826,0.50331
1016,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-116-article_output,0.66667,0.60073,0.63198,0.44898,0.40441,0.42553,0.34426,0.30996,0.32621,0.28807,0.25926,0.27291,0.62195,0.56044,0.5896,0.39138,0.16751,0.23461,0.41719,0.33861,0.37382,0.41922,0.34053,0.3758
1017,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-140-article_output,0.71154,0.56061,0.62712,0.4902,0.38462,0.43104,0.4,0.3125,0.35088,0.32653,0.25397,0.28572,0.69231,0.54545,0.61017,0.31366,0.13254,0.18634,0.34615,0.21399,0.26448,0.35875,0.22353,0.27544
1018,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-126-article_output,0.72065,0.61806,0.66542,0.46341,0.39721,0.42776,0.36327,0.31119,0.33522,0.29508,0.25263,0.27221,0.68016,0.58333,0.62803,0.39353,0.16419,0.23171,0.50591,0.3719,0.42868,0.50766,0.37362,0.43045
1019,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-122-article_output,0.61468,0.89333,0.72826,0.5,0.72973,0.59341,0.42056,0.61644,0.5,0.35849,0.52778,0.42697,0.55046,0.8,0.65217,0.4322,0.29953,0.35384,0.31566,0.66955,0.42905,0.32099,0.67532,0.43515
1020,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-186-article_output,0.76101,0.84028,0.79868,0.70886,0.78322,0.74419,0.70701,0.78169,0.74248,0.70513,0.78014,0.74074,0.76101,0.84028,0.79868,0.58513,0.32691,0.41947,0.56421,0.68833,0.62012,0.56671,0.69049,0.62251
1021,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-102-article_output,0.85128,0.58451,0.69311,0.68041,0.46643,0.55346,0.60104,0.41135,0.48842,0.53646,0.36655,0.43552,0.83077,0.57042,0.67641,0.55147,0.17899,0.27026,0.71631,0.33716,0.45851,0.71767,0.33888,0.46037
1022,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-130-article_output,0.67949,0.69737,0.68831,0.5974,0.61333,0.60526,0.57895,0.59459,0.58667,0.56,0.57534,0.56757,0.65385,0.67105,0.66234,0.60677,0.29995,0.40145,0.45455,0.47895,0.46643,0.46039,0.48479,0.47228
1023,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-155-article_output,0.72609,0.60727,0.66139,0.50218,0.41971,0.45726,0.42105,0.35165,0.38323,0.37004,0.30882,0.33667,0.7,0.58545,0.63762,0.42329,0.17369,0.24631,0.5184,0.36236,0.42656,0.52022,0.36415,0.42841
1024,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-130-article_output,0.77049,0.61842,0.68613,0.71667,0.57333,0.63704,0.71186,0.56757,0.63158,0.7069,0.56164,0.62595,0.77049,0.61842,0.68613,0.74049,0.28627,0.41291,0.59727,0.38351,0.4671,0.60265,0.3894,0.47311
1025,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-192-article_output,0.64407,0.63333,0.63865,0.56897,0.55932,0.5641,0.5614,0.55172,0.55652,0.55357,0.54386,0.54867,0.62712,0.61667,0.62185,0.59713,0.29677,0.39649,0.41379,0.4,0.40678,0.42171,0.40787,0.41467
1026,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-121-article_output,0.75618,0.67296,0.71215,0.43972,0.39117,0.41403,0.33452,0.29747,0.31491,0.26786,0.2381,0.2521,0.66078,0.58805,0.6223,0.39233,0.16648,0.23376,0.5271,0.4173,0.46582,0.5287,0.41889,0.46743
1027,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-105-article_output,0.46243,0.54983,0.50236,0.2087,0.24828,0.22678,0.12791,0.15225,0.13902,0.08163,0.09722,0.08875,0.41908,0.49828,0.45526,0.23477,0.13774,0.17362,0.21084,0.29823,0.24703,0.21226,0.29992,0.24859
1028,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-153-article_output,0.71041,0.63821,0.67238,0.5,0.44898,0.47312,0.42466,0.38115,0.40173,0.37156,0.33333,0.35141,0.67873,0.60976,0.6424,0.44641,0.19413,0.27059,0.47433,0.38264,0.42358,0.47644,0.38469,0.42568
1029,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-167-article_output,0.77457,0.93056,0.84543,0.75581,0.90909,0.82539,0.74854,0.90141,0.81789,0.74118,0.89362,0.81029,0.77457,0.93056,0.84543,0.61447,0.36945,0.46145,0.59766,0.86364,0.70644,0.59967,0.86455,0.70815
1030,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-136-article_output,0.95753,0.63104,0.76073,0.9031,0.59439,0.71692,0.8677,0.57033,0.68827,0.83594,0.54872,0.66254,0.95753,0.63104,0.76073,0.65454,0.20186,0.30856,0.92071,0.39936,0.55708,0.921,0.40053,0.55827
1031,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-121-article_output,0.82192,0.18868,0.30691,0.47222,0.10726,0.17481,0.30986,0.06962,0.11369,0.22857,0.05079,0.08311,0.69863,0.16038,0.26087,0.45248,0.04953,0.08929,0.62177,0.03242,0.06163,0.62704,0.03338,0.06339
1032,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-121-article_output,0.86,0.54088,0.66409,0.57789,0.36278,0.44574,0.45455,0.28481,0.3502,0.37563,0.23492,0.28906,0.79,0.49686,0.61004,0.46395,0.13913,0.21407,0.68593,0.27082,0.38832,0.68765,0.2725,0.39032
1033,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-106-article_output,0.68199,0.74477,0.712,0.51538,0.56303,0.53815,0.44402,0.48523,0.46371,0.39535,0.4322,0.41295,0.63218,0.69038,0.66,0.4086,0.22748,0.29225,0.4438,0.52945,0.48286,0.44563,0.53126,0.48469
1034,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-143-article_output,0.65683,0.68462,0.67044,0.52222,0.5444,0.53308,0.47955,0.5,0.48956,0.4403,0.45914,0.44952,0.63469,0.66154,0.64784,0.35516,0.1768,0.23608,0.41326,0.44903,0.4304,0.41503,0.45082,0.43219
1035,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-1-sent-token-192-article_output,0.98361,1.0,0.99174,0.96667,0.98305,0.97479,0.94915,0.96552,0.95727,0.93103,0.94737,0.93913,0.98361,1.0,0.99174,0.87785,0.45108,0.59594,0.50492,0.52203,0.51333,0.51958,0.53691,0.5281
1036,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-216-article_output,0.82902,0.86022,0.84433,0.76042,0.78919,0.77454,0.72775,0.75543,0.74133,0.70526,0.73224,0.7185,0.81865,0.84946,0.83377,0.61289,0.29325,0.39669,0.67719,0.72926,0.70226,0.67874,0.73065,0.70374
1037,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-210-article_output,0.40308,0.62679,0.49064,0.12037,0.1875,0.14662,0.04025,0.0628,0.04906,0.01553,0.02427,0.01894,0.33538,0.52153,0.40824,0.18465,0.14496,0.16242,0.15637,0.37877,0.22136,0.15789,0.38115,0.22329
1038,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-203-article_output,0.30282,0.81646,0.44178,0.2,0.5414,0.2921,0.16509,0.44872,0.24137,0.13948,0.38065,0.20415,0.29577,0.79747,0.4315,0.19348,0.26882,0.22501,0.09023,0.65855,0.15871,0.09121,0.66051,0.16029
1039,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-118-article_output,0.69338,0.80894,0.74672,0.50699,0.59184,0.54614,0.41053,0.47951,0.44235,0.35563,0.41564,0.3833,0.66551,0.77642,0.7167,0.42664,0.23566,0.30361,0.45014,0.61304,0.51911,0.45184,0.61465,0.52082
1040,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-134-article_output,0.50877,0.78682,0.61796,0.33166,0.51362,0.40306,0.267,0.41406,0.32465,0.22222,0.3451,0.27035,0.46115,0.71318,0.56012,0.28075,0.20206,0.23499,0.23545,0.5639,0.3322,0.23681,0.56561,0.33385
1041,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-151-article_output,0.712,0.5,0.58746,0.46774,0.32768,0.38538,0.38211,0.26705,0.31438,0.34426,0.24,0.28283,0.696,0.48876,0.57425,0.40541,0.14952,0.21847,0.50477,0.24833,0.33289,0.508,0.2511,0.33608
1042,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-1-sent-token-107-article_output,0.80299,0.72312,0.76096,0.61976,0.55795,0.58723,0.54354,0.48919,0.51493,0.48193,0.4336,0.45649,0.75522,0.68011,0.7157,0.48039,0.19897,0.28139,0.4779,0.38744,0.42794,0.47981,0.38922,0.42979
1043,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-195-article_output,0.67857,0.68675,0.68264,0.61446,0.62195,0.61818,0.60976,0.61728,0.6135,0.60494,0.6125,0.6087,0.67857,0.68675,0.68264,0.57844,0.31427,0.40727,0.45468,0.46577,0.46016,0.46007,0.47116,0.46555
1044,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-98-article_output,0.75904,0.59434,0.66667,0.58537,0.45714,0.51337,0.46914,0.36538,0.41081,0.4125,0.32039,0.36066,0.73494,0.57547,0.6455,0.51365,0.19694,0.28472,0.51102,0.31249,0.38782,0.5165,0.31746,0.39323
1045,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-154-article_output,0.77027,0.14691,0.24676,0.49315,0.09302,0.15652,0.36111,0.06736,0.11354,0.30986,0.05714,0.09649,0.68919,0.13144,0.22077,0.47312,0.04123,0.07585,0.61237,0.02203,0.04253,0.61644,0.02266,0.04371
1046,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-183-article_output,0.71963,0.55797,0.62857,0.63208,0.48905,0.55144,0.61905,0.47794,0.53942,0.60577,0.46667,0.5272,0.71963,0.55797,0.62857,0.58216,0.22187,0.32129,0.51649,0.30985,0.38733,0.52017,0.31335,0.3911
1047,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-107-article_output,0.82131,0.64247,0.72096,0.63448,0.49596,0.55673,0.56401,0.44054,0.49469,0.51389,0.40108,0.45053,0.80069,0.62634,0.70286,0.50778,0.18269,0.2687,0.66972,0.40952,0.50825,0.67075,0.41076,0.5095
1048,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-115-article_output,0.83721,0.31858,0.46153,0.54762,0.20536,0.2987,0.39024,0.14414,0.21052,0.275,0.1,0.14667,0.7907,0.30088,0.43589,0.55362,0.10162,0.17172,0.65116,0.09292,0.16263,0.65926,0.09674,0.16872
1049,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-145-article_output,0.96667,0.2982,0.4558,0.91597,0.28093,0.42998,0.88983,0.27132,0.41584,0.86325,0.26166,0.40159,0.94167,0.29049,0.44401,0.60934,0.08792,0.15367,0.92199,0.08723,0.15938,0.92272,0.0883,0.16118
1050,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-139-article_output,0.98148,0.18027,0.30459,0.81132,0.14676,0.24856,0.78846,0.14041,0.23837,0.76471,0.13402,0.22807,0.96296,0.17687,0.29885,0.82037,0.07234,0.13296,0.9441,0.03137,0.06072,0.94542,0.03235,0.06256
1051,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-214-article_output,0.67742,0.49528,0.57221,0.3961,0.2891,0.33425,0.35294,0.25714,0.29752,0.31579,0.22967,0.26593,0.63226,0.46226,0.53406,0.32709,0.11139,0.16619,0.44349,0.23665,0.30862,0.44652,0.23909,0.31143
1052,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-143-article_output,0.64727,0.68462,0.66542,0.43796,0.46332,0.45028,0.3663,0.3876,0.37665,0.32721,0.3463,0.33648,0.62545,0.66154,0.64299,0.38539,0.19468,0.25869,0.38476,0.43053,0.40636,0.38665,0.43246,0.40827
1053,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-108-article_output,0.67811,0.81026,0.73832,0.55172,0.65979,0.60093,0.50649,0.60622,0.55189,0.46522,0.55729,0.50711,0.64807,0.77436,0.70561,0.45196,0.27525,0.34213,0.46008,0.65741,0.54132,0.46192,0.65896,0.54312
1054,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-1-sent-token-195-article_output,0.78261,0.86747,0.82286,0.74725,0.82927,0.78613,0.72222,0.80247,0.76023,0.69663,0.775,0.73373,0.78261,0.86747,0.82286,0.6514,0.38762,0.48603,0.48184,0.59271,0.53156,0.48819,0.59914,0.538
1055,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-217-article_output,0.97163,0.74863,0.84568,0.92857,0.71429,0.80746,0.88489,0.67956,0.76875,0.84783,0.65,0.73585,0.96454,0.74317,0.83951,0.71953,0.25287,0.37422,0.94336,0.55912,0.70211,0.94376,0.56115,0.70382
1056,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-151-article_output,0.675,0.75843,0.71429,0.54774,0.61582,0.57979,0.4899,0.55114,0.51872,0.45178,0.50857,0.4785,0.665,0.74719,0.7037,0.36018,0.21255,0.26734,0.4599,0.58097,0.51339,0.46201,0.58293,0.51547
1057,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-202-article_output,0.74,0.51389,0.60656,0.52525,0.36364,0.42975,0.45918,0.3169,0.375,0.43299,0.29787,0.35294,0.68,0.47222,0.55738,0.4885,0.16414,0.24572,0.54505,0.26204,0.35393,0.54882,0.26545,0.35783
1058,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-110-article_output,0.73118,0.28099,0.40597,0.5,0.19087,0.27627,0.38462,0.14583,0.21148,0.31111,0.11715,0.17021,0.67742,0.26033,0.37612,0.44172,0.08066,0.13641,0.50164,0.07359,0.12835,0.50664,0.0753,0.13111
1059,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-126-article_output,0.72628,0.69097,0.70819,0.52015,0.49477,0.50714,0.42647,0.40559,0.41577,0.369,0.35088,0.35971,0.67153,0.63889,0.6548,0.40508,0.18748,0.25633,0.52295,0.47326,0.49687,0.52445,0.47478,0.49838
1060,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-109-article_output,0.76536,0.52091,0.61991,0.44382,0.30153,0.35909,0.36723,0.24904,0.2968,0.31818,0.21538,0.25688,0.68156,0.46388,0.55204,0.4316,0.1416,0.21324,0.56437,0.26096,0.35689,0.56658,0.26291,0.35916
1061,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-95-article_output,0.68401,0.64789,0.66546,0.45522,0.4311,0.44283,0.36704,0.34752,0.35701,0.32707,0.30961,0.3181,0.66914,0.6338,0.65099,0.40154,0.18421,0.25256,0.45361,0.40688,0.42898,0.45531,0.40856,0.43067
1062,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-166-article_output,0.41176,0.96552,0.57732,0.38806,0.92857,0.54737,0.36364,0.88889,0.51613,0.33846,0.84615,0.48351,0.41176,0.96552,0.57732,0.36986,0.44225,0.40283,0.16594,0.93103,0.28168,0.17271,0.93318,0.29147
1063,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-189-article_output,0.84722,0.83182,0.83945,0.76744,0.75342,0.76037,0.73832,0.72477,0.73148,0.723,0.70968,0.71628,0.83333,0.81818,0.82569,0.58765,0.2874,0.38601,0.70323,0.67783,0.6903,0.70454,0.67921,0.69164
1064,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-109-article_output,0.73835,0.78327,0.76015,0.59353,0.62977,0.61111,0.5343,0.56705,0.55019,0.48551,0.51538,0.5,0.69534,0.73764,0.71587,0.4777,0.24427,0.32325,0.53996,0.60778,0.57187,0.54133,0.60907,0.57321
1065,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-196-article_output,0.61818,0.7234,0.66666,0.44681,0.52313,0.48197,0.41768,0.48929,0.45066,0.40367,0.47312,0.43564,0.58485,0.6844,0.63072,0.40297,0.22878,0.29186,0.37434,0.51288,0.43279,0.3758,0.51436,0.4343
1066,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-100-article_output,0.68421,0.52,0.59091,0.51351,0.38776,0.44186,0.38889,0.29167,0.33334,0.28571,0.21277,0.2439,0.55263,0.42,0.47727,0.48038,0.18732,0.26954,0.3798,0.21796,0.27697,0.39595,0.22998,0.29096
1067,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-141-article_output,0.92899,0.67672,0.78304,0.77381,0.56277,0.65163,0.67066,0.48696,0.56423,0.57831,0.41921,0.48607,0.86982,0.63362,0.73317,0.56661,0.19748,0.29288,0.85299,0.4519,0.5908,0.8538,0.45377,0.59259
1068,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-1-sent-token-139-article_output,0.84038,0.60884,0.70611,0.68868,0.49829,0.57822,0.63507,0.4589,0.5328,0.58571,0.42268,0.49102,0.8216,0.59524,0.69034,0.56697,0.19721,0.29263,0.62911,0.32978,0.43273,0.63107,0.33166,0.43481
1069,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-202-article_output,0.7,0.4375,0.53846,0.35955,0.22378,0.27586,0.29545,0.1831,0.22609,0.27586,0.17021,0.21052,0.6,0.375,0.46154,0.43781,0.13239,0.2033,0.46866,0.1823,0.26249,0.47386,0.18584,0.26698
1070,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-213-article_output,0.62245,0.47287,0.53745,0.32821,0.24903,0.28319,0.24742,0.1875,0.21333,0.21762,0.16471,0.1875,0.56633,0.43023,0.48899,0.35407,0.12542,0.18523,0.34819,0.20071,0.25464,0.35095,0.20278,0.25704
1071,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-140-article_output,0.61765,0.31818,0.42,0.36364,0.18462,0.2449,0.3125,0.15625,0.20833,0.25806,0.12698,0.17021,0.58824,0.30303,0.4,0.42865,0.11843,0.18559,0.34759,0.09091,0.14413,0.36195,0.09729,0.15336
1072,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-115-article_output,0.91667,0.48673,0.63584,0.79661,0.41964,0.54971,0.7069,0.36937,0.48521,0.66667,0.34545,0.45509,0.86667,0.46018,0.60116,0.72753,0.18635,0.2967,0.83051,0.2323,0.36305,0.83324,0.23665,0.36861
1073,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-1-sent-token-168-article_output,0.73279,0.85377,0.78867,0.6748,0.78673,0.72648,0.6449,0.75238,0.69451,0.62705,0.73206,0.6755,0.73279,0.85377,0.78867,0.53502,0.31327,0.39516,0.43534,0.59134,0.50149,0.43769,0.59375,0.50391
1074,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-211-article_output,0.62637,0.65517,0.64045,0.53333,0.55814,0.54545,0.51685,0.54118,0.52874,0.5,0.52381,0.51163,0.6044,0.63218,0.61798,0.5128,0.27334,0.3566,0.39096,0.42796,0.40862,0.39618,0.43324,0.41388
1075,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-204-article_output,0.61111,0.16176,0.25581,0.12676,0.03321,0.05263,0.02857,0.00741,0.01177,0.0,0.0,0.0,0.5,0.13235,0.2093,0.28594,0.03594,0.06385,0.3439,0.02385,0.04461,0.35135,0.02486,0.04643
1076,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-139-article_output,0.91034,0.44898,0.60137,0.72917,0.35836,0.48055,0.65035,0.31849,0.42758,0.57042,0.27835,0.37413,0.89655,0.44218,0.59226,0.56392,0.13353,0.21593,0.82146,0.19911,0.32053,0.82266,0.20079,0.32279
1077,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-174-article_output,0.67544,0.82796,0.74396,0.60177,0.73913,0.66341,0.57143,0.7033,0.63054,0.56757,0.7,0.62687,0.65789,0.80645,0.72463,0.54811,0.33771,0.41792,0.40087,0.60355,0.48176,0.40571,0.60847,0.48682
1078,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-161-article_output,0.78846,0.36607,0.5,0.62745,0.28829,0.39506,0.62,0.28182,0.3875,0.61224,0.27523,0.37975,0.76923,0.35714,0.4878,0.68205,0.16706,0.26838,0.61463,0.13111,0.21612,0.62164,0.13529,0.22222
1079,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-1-sent-token-199-article_output,0.75333,0.78472,0.7687,0.71141,0.74126,0.72603,0.67568,0.70423,0.68966,0.63946,0.66667,0.65278,0.75333,0.78472,0.7687,0.5886,0.30454,0.4014,0.54398,0.59042,0.56625,0.54671,0.59306,0.56894
